kode_prov,kode_bps_2010,kode_bps_2014_x,kode_bps_2019,name_prov,name_kab_2014,name_kab_2019,dapil_2019,dapil 2014,change_14_19,name_kab_2010,Islam,Kristen,Katolik,Hindu,Budha,Khong Hu Chu,Lainnya,Tidak Terjawab,Tidak Ditanyakan,Jumlah
82,8204,8204,8204,Maluku Utara,Halmahera Selatan,Halmahera Selatan,Malut-at-large,Malut-at-large,No Change,Halmahera Selatan,170641,27559,246,14,8,4,18,0,421,198911
82,8205,8205,8205,Maluku Utara,Halmahera Utara,Halmahera Utara,Malut-at-large,Malut-at-large,No Change,Halmahera Utara,63927,96030,1386,22,15,8,13,4,442,161847
82,8206,8206,8206,Maluku Utara,Halmahera Timur,Halmahera Timur,Malut-at-large,Malut-at-large,No Change,Halmahera Timur,46583,26036,310,22,11,4,0,0,143,73109
82,8207,8207,8207,Maluku Utara,Morotai,Morotai,Malut-at-large,Malut-at-large,No Change,Pulau Morotai,30823,21715,57,5,2,2,1,0,92,52697
82,8203,8208,8208,Maluku Utara,Pulau Taliabu,Pulau Taliabu,Malut-at-large,Malut-at-large,No Change,Kepulauan Sula,120358,9903,1791,61,3,1,32,0,375,132524
82,8271,8271,8271,Maluku Utara,Ternate,Ternate,Malut-at-large,Malut-at-large,No Change,Kota Ternate,178678,5744,452,45,41,161,5,83,496,185705
82,8272,8272,8272,Maluku Utara,Tidore Kepulauan,Tidore Kepulauan,Malut-at-large,Malut-at-large,No Change,Kota Tidore Kepulauan,84839,5052,119,2,3,18,3,0,19,90055
91,9101,9101,9101,Papua Barat,Fak-Fak,Fak-Fak,Pabar-at-large,Pabar-at-large,No Change,Fakfak,40517,14891,10795,33,18,6,0,0,568,66828
91,9102,9102,9102,Papua Barat,Kaimana,Kaimana,Pabar-at-large,Pabar-at-large,No Change,Kaimana,19397,22160,3956,30,9,1,0,38,658,46249
91,9103,9103,9103,Papua Barat,Teluk Wondama,Teluk Wondama,Pabar-at-large,Pabar-at-large,No Change,Teluk Wondama,4779,21154,299,37,2,0,0,12,38,26321
91,9104,9104,9104,Papua Barat,Teluk Bintuni,Teluk Bintuni,Pabar-at-large,Pabar-at-large,No Change,Teluk Bintuni,23808,19331,8180,27,57,5,0,0,1014,52422
91,9105,9105,9105,Papua Barat,Manokwari,Manokwari,Pabar-at-large,Pabar-at-large,No Change,Manokwari,57747,121933,7160,296,98,2,0,262,228,187726
91,9106,9106,9106,Papua Barat,Sorong Selatan,Sorong Selatan,Pabar-at-large,Pabar-at-large,No Change,Sorong Selatan,8211,29225,256,13,0,0,0,0,195,37900
91,9107,9107,9107,Papua Barat,Sorong,Sorong,Pabar-at-large,Pabar-at-large,No Change,Sorong,38996,28473,2744,208,22,11,0,0,165,70619
91,9108,9108,9108,Papua Barat,Raja Ampat,Raja Ampat,Pabar-at-large,Pabar-at-large,No Change,Raja Ampat,13530,28624,322,27,4,0,0,0,0,42507
91,9109,9109,9109,Papua Barat,Tambrauw,Tambrauw,Pabar-at-large,Pabar-at-large,No Change,Tambrauw,201,4866,1024,0,0,0,0,0,53,6144
91,9110,9110,9110,Papua Barat,Maybrat,Maybrat,Pabar-at-large,Pabar-at-large,No Change,Maybrat,224,26504,6262,0,0,0,0,0,91,33081
91,9105,9111,9111,Papua Barat,Manokwari Selatan,Manokwari Selatan,Pabar-at-large,Pabar-at-large,No Change,Manokwari,57747,121933,7160,296,98,2,0,262,228,187726
91,9105,9112,9112,Papua Barat,Pegunungan Arfak,Pegunungan Arfak,Pabar-at-large,Pabar-at-large,No Change,Manokwari,57747,121933,7160,296,98,2,0,262,228,187726
91,9171,9171,9171,Papua Barat,Sorong,Sorong,Pabar-at-large,Pabar-at-large,No Change,Kota Sorong,84616,91680,12465,188,391,0,0,29,1256,190625
94,9401,9401,9401,Papua,Merauke,Merauke,Papua-at-large,Papua-at-large,No Change,Merauke,91209,30399,72609,400,178,13,58,0,850,195716
94,9402,9402,9402,Papua,Jayawijaya,Jayawijaya,Papua-at-large,Papua-at-large,No Change,Jayawijaya,10590,118919,66077,84,3,1,0,0,411,196085
94,9403,9403,9403,Papua,Jayapura,Jayapura,Papua-at-large,Papua-at-large,No Change,Jayapura,29188,76610,4675,330,116,9,0,0,1015,111943
94,9404,9404,9404,Papua,Nabire,Nabire,Papua-at-large,Papua-at-large,No Change,Nabire,50700,65044,12956,268,139,5,13,0,768,129893
94,9408,9408,9408,Papua,Yapen Waropen,Yapen Waropen,Papua-at-large,Papua-at-large,No Change,Kepulauan Yapen,12160,69149,647,27,8,1,11,0,948,82951
94,9409,9409,9409,Papua,Biak Numfor,Biak Numfor,Papua-at-large,Papua-at-large,No Change,Biak Numfor,20377,103042,2615,131,215,7,89,0,322,126798
94,9410,9410,9410,Papua,Paniai,Paniai,Papua-at-large,Papua-at-large,No Change,Paniai,2553,112098,36373,28,6,11,0,0,2363,153432
94,9411,9411,9411,Papua,Puncak Jaya,Puncak Jaya,Papua-at-large,Papua-at-large,No Change,Puncak Jaya,1052,99873,214,3,6,0,0,0,0,101148
94,9412,9412,9412,Papua,Mimika,Mimika,Papua-at-large,Papua-at-large,No Change,Mimika,59368,71416,37413,233,97,0,0,0,13474,182001
94,9413,9413,9413,Papua,Boven Digoel,Boven Digoel,Papua-at-large,Papua-at-large,No Change,Boven Digoel,11073,15715,28590,29,35,0,0,0,342,55784
94,9414,9414,9414,Papua,Mappi,Mappi,Papua-at-large,Papua-at-large,No Change,Mappi,6220,16636,58477,35,16,11,0,0,263,81658
94,9415,9415,9415,Papua,Asmat,Asmat,Papua-at-large,Papua-at-large,No Change,Asmat,4051,29814,42657,13,3,3,0,21,15,76577
94,9416,9416,9416,Papua,Yahukimo,Yahukimo,Papua-at-large,Papua-at-large,No Change,Yahukimo,1599,160350,2553,8,2,0,0,0,0,164512
94,9417,9417,9417,Papua,Pegunungan Bintang,Pegunungan Bintang,Papua-at-large,Papua-at-large,No Change,Pegunungan Bintang,761,45478,19194,1,0,0,0,0,0,65434
94,9418,9418,9418,Papua,Tolikara,Tolikara,Papua-at-large,Papua-at-large,No Change,Tolikara,475,113763,78,0,0,0,0,0,111,114427
94,9419,9419,9419,Papua,Sarmi,Sarmi,Papua-at-large,Papua-at-large,No Change,Sarmi,7507,24529,521,18,10,0,0,0,386,32971
94,9420,9420,9420,Papua,Keerom,Keerom,Papua-at-large,Papua-at-large,No Change,Keerom,22326,12967,11996,274,7,0,1,0,965,48536
94,9426,9426,9426,Papua,Waropen,Waropen,Papua-at-large,Papua-at-large,No Change,Waropen,3363,21008,267,0,1,0,0,0,0,24639
94,9427,9427,9427,Papua,Supiori,Supiori,Papua-at-large,Papua-at-large,No Change,Supiori,201,15640,11,3,0,0,0,0,19,15874
94,9428,9428,9428,Papua,Mamberamo Raya,Mamberamo Raya,Papua-at-large,Papua-at-large,No Change,Mamberamo Raya,480,17855,29,0,0,1,0,0,0,18365
94,9429,9429,9429,Papua,Nduga,Nduga,Papua-at-large,Papua-at-large,No Change,Nduga,0,79053,0,0,0,0,0,0,0,79053
94,9430,9430,9430,Papua,Lanny Jaya,Lanny Jaya,Papua-at-large,Papua-at-large,No Change,Lanny Jaya,127,148282,113,0,0,0,0,0,0,148522
94,9431,9431,9431,Papua,Mamberamo Tengah,Mamberamo Tengah,Papua-at-large,Papua-at-large,No Change,Mamberamo Tengah,68,38797,672,0,0,0,0,0,0,39537
94,9432,9432,9432,Papua,Yalimo,Yalimo,Papua-at-large,Papua-at-large,No Change,Yalimo,64,50663,35,1,0,0,0,0,0,50763
94,9433,9433,9433,Papua,Puncak,Puncak,Papua-at-large,Papua-at-large,No Change,Puncak,293,92758,165,1,1,0,0,0,0,93218
94,9434,9434,9434,Papua,Dogiyai,Dogiyai,Papua-at-large,Papua-at-large,No Change,Dogiyai,642,32026,51550,7,1,2,2,0,0,84230
94,9435,9435,9435,Papua,Intan Jaya,Intan Jaya,Papua-at-large,Papua-at-large,No Change,Intan Jaya,61,26956,13473,0,0,0,0,0,0,40490
94,9436,9436,9436,Papua,Deiyai,Deiyai,Papua-at-large,Papua-at-large,No Change,Deiyai,455,38478,23162,0,0,0,0,0,24,62119
94,9471,9471,9471,Papua,Jayapura,Jayapura,Papua-at-large,Papua-at-large,No Change,Kota Jayapura,113133,127927,13423,526,608,12,0,0,1076,256705
